prompt,question,options,answer,gpt4_label
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","A business owner had a feud and ""bitter blood"" with a former employee. One day that employee came uninvited into the owner's office brandishing a loaded shotgun, approached the owner's desk and raised the weapon. The owner, however, was secretly waiting for the opportunity. As the employee began to press on the trigger, the owner pulled a gun from her drawer and killed him. The owner admitted she felt malice toward her enemy. The authorities charged her with murder. Can she be convicted?","['0. No, because she acted in self-defense.', '1. No, because these facts constitute justifiable homicide.', '2. Yes, because she had been lying in wait for the victim.', '3. Yes, because the owner cannot claim self-defense when her motive is evil.']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","A man arranged to have custom-made wooden shutters installed on the windows of his home. The contractor who installed the shutters did so by drilling screws and brackets into the exterior window frames and the shutters. The man later agreed to sell the home to a buyer. The sales agreement did not mention the shutters, the buyer did not inquire about them, and the buyer did not conduct a walkthrough inspection of the home before the closing. The man conveyed the home to the buyer by warranty deed. After the sale closed, the buyer noticed that the shutters and brackets had been removed from the home and that the window frames had been repaired and repainted. The buyer demanded that the man return the shutters and pay the cost of reinstallation, claiming that the shutters had been conveyed to him with the sale of the home. When the man refused, the buyer sued. Is the buyer likely to prevail?","['0. No, because the sales agreement did not mention the shutters.', '1. No, because the window frames had been repaired and repainted after removal of the shutters.', '2. Yes, because the shutters had become fixtures.', '3. Yes, because the man gave the buyer a warranty deed and the absence of the shutters violated a covenant of the deed.']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Put a saucer of water on your table. A process that then occurs is,"['0. evaporation', '1. condensation', '2. Both', '3. Neither']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Find the value of the expression −16 + 13 + (−33).,"['0. 4', '1. 62', '2. 36', '3. −36']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Compute the product in the given ring. (12)(16) in Z_24,"['0. 0', '1. 1', '2. 4', '3. 6']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Which of the answers below best indicates the compatible blood types that can be given to a person with a blood group B (rhesus negative)?,"['0. Blood type AB (rhesus negative), blood type B, and blood type O (rhesus negative).', '1. Blood type B (rhesus positive) and blood type O (rhesus positive).', '2. Blood type B (rhesus negative) and blood type O (rhesus negative).', '3. Blood type B (rhesus negative) only.']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","A 60-year-old man had a total thyroidectomy and excision of enlarged left jugular lymph nodes for follicular carcinoma. The operation was uncomplicated. He is receiving intravenous 5% dextrose and 0.45% saline with potassium. Twelve hours after the operation he develops circumoral numbness and paresthesias in his fingertips, and he becomes very anxious. Vital signs are temperature 37.6°C (99.7°F), pulse 90/min, respirations 16/min, and blood pressure 140/90 mm Hg. Physical examination discloses a dry neck dressing and no stridor. Extremities are warm, with brisk capillary refill time. Additional physical examination is most likely to show which of the following?","['0. Babinski sign present bilaterally', '1. Chvostek sign', '2. Deviation of the tongue to the left side', '3. A drooping left shoulder']",1,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Vicarious liability is most likely to be an issue when a psychologist is acting in which of the following capacities?,"['0. faculty member', '1. supervisor', '2. mentor', '3. therapist']",1,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Positive stranded RNA viruses have which of the following characteristics?,"['0. Their genome RNA can be translated directly as mRNA', '1. They have to transcribe their genome RNA to a mirror image copy as a mRNA', '2. This genome is circular', '3. Their RNA genome is segmented']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I called in sick to work because I wanted to go to the beach. Scenario 2 | I threw the baby to my friend, and she didn't catch it.","['0. Wrong, Wrong', '1. Wrong, Not wrong', '2. Not wrong, Wrong', '3. Not wrong, Not wrong']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Basepair sequence that signals the start site for gene transcription.,"['0. Enhancer', '1. Repressor', '2. Operator', '3. Promoter']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","According to ""working theory,"" what is the step that occurs between an individual gaining information and changing behavior?","['0. coorientation', '1. opinion change', '2. reaction formation', '3. semantic encoding']",1,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","A man who was emotionally upset due to marital problems voluntarily checked into a private medical facility for treatment. State law provided that if he tried to leave against medical advice, the hospital could hold him for 72 hours while trying to convince him to stay. During the stay, he told his medical providers that he was intensely angry at his wife, who was living with another man, and he wanted to harm her. Despite that knowledge, the hospital issued him an unrestricted weekend pass. When he got out he shot and killed his wife. The man's children sued the hospital for negligence. The hospital filed a motion to dismiss mainly because there was no privity with the decedent and no duty owed to her. Will the court grant the motion to dismiss?","['0. No, because the hospital is strictly liable for releasing patients who it knows or should know represent an unreasonable danger to third persons.', '1. No, because the special relationship and the control between doctor and an in-patient mandates due care by the doctor to prevent a foreseeable danger to others.', '2. Yes, because there is no duty to control the conduct of another person to prevent that person from harming others.', '3. Yes, because the intervening acts of third parties are unforeseeable and cannot give rise to liability.']",1,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Penile or clitoral erection occurs because of activation of the _________ system.,"['0. pathetic', '1. apathetic', '2. sympathetic', '3. parasympathetic']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","When there has been a change in accounting principles, but the effect of the change on the comparability of the financial statements is not material, the auditor should","['0. Not refer to the change in the auditor’s report.', '1. Refer to the note in the financial statements that discusses the change.', '2. Refer to the change in an emphasis-of-matter paragraph.', '3. Explicitly state whether the change conforms with GAAP.']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I removed the limbs from my dead partner, one by one. Scenario 2 | I found a nest with newborn rabbits and nurtured them to health.","['0. Wrong, Wrong', '1. Wrong, Not wrong', '2. Not wrong, Wrong', '3. Not wrong, Not wrong']",1,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","The effects of iron on certain aspects of socio-emotional development (shyness, orientation/engagement and response to unfamiliar pictures) is due to:
","['0. The role of iron in myelination', '1. The role of iron in neurochemistry', '2. The role of iron in dopamine production', '3. None of the above']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",In a condition such as schizophrenia the recurrence risk will be greatest for which of the following relatives of an affected individual?,"['0. Brother', '1. Nephew', '2. Grandchild', '3. Aunt']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","Unlike most other early civilizations, Minoan culture shows little evidence of:","['0. trade.', '1. warfare.', '2. the development of a common religion.', '3. conspicuous consumption by elites.']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I did not wear a mask because I was not sick. Scenario 2 | I shared some raunchy photos of my sister to Facebook.","['0. Wrong, Wrong', '1. Wrong, Not wrong', '2. Not wrong, Wrong', '3. Not wrong, Not wrong']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","During cooperative learning, all of the students in Group A members initially were opposed to the death penalty, whereas two of the students in Group B members were opposed to the death penalty and two were in favor of the death penalty. According to research, after an intense discussion within each group about capital punishment, we would expect","['0. both groups would moderate their positions', '1. Group A members would moderate their positions, but Group B members would retain their original positions', '2. Group A would become more firmly entrenched, while Group B members would moderate their positions', '3. Group A members would retain their original positions, but Group B members would moderate their positions']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","The Hardcore Construction Company has two offices, one in Atlanta and one in New Orleans. Fifteen engineers work in the Atlanta office, and 14 engineers work in the New Orleans office. The business manager decided to use a 2-sample t-test to compare the mean salaries of engineers in the two offices. Because there were only 15 engineers in one office and 14 engineers in the other, he used the salaries of all the engineers in the computation. Is the 2-sample t-test an appropriate inferential technique in this situation?","['0. Yes, because he is comparing the means of two small groups.', '1. Yes. Both Atlanta and New Orleans are large cities, so the salaries are comparable.', '2. Yes. Because Atlanta and New Orleans are about 500 miles apart, the two groups of engineers can be assumed to be independent.', '3. No, because the entire population information was used from both offices. Because no samples were taken, a t-test should not be used.']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","A rooster with gray feathers and a hen with the same phenotype produce 17 gray, 7 black, and 8 white chicks. What is the simplest explanation for the inheritance of these colors in chickens?","['0. The trait for gray is epistatic over the trait for black.', '1. The trait for gray is epistatic over the trait for white.', '2. The traits for black and white color demonstrate incomplete dominance.', '3. The traits for black and white color demonstrate codominance.']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",A car gets 24 miles per gallon of gasoline (mi/gal). How many gallons of gasoline would the car need to travel 144 miles?,"['0. 6.5 gallons', '1. 6 gallons', '2. 5.5 gallons', '3. 5 gallons']",1,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Why did Lincoln oppose the southward expansion of the US?,"['0. It would have drained the US economically', '1. It would have involved compromising opposition to slavery', '2. It would have increased immigration to the US', '3. None of the above']",1,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","A person purchased a new car from a local auto dealership. Over the next month, the purchaser drove the car a little more than 1,000 miles. The purchaser noticed that the car made a squeaking noise when the brakes were applied, so the purchaser took the car back to the dealership to have the mechanic there take a look at it. The mechanic worked on the car and then told the purchaser that the problem had been fixed. A few days later, the brakes failed, causing the purchaser to crash into a tree. The purchaser suffered a serious head injury in the crash. If the purchaser asserts a claim against the car dealership for damages for his injuries, will the purchaser prevail?","['0. Yes, if the brakes were defective when the dealership sold the car to the purchaser.', '1. Yes, because the dealership is strictly liable for defective repairs on cars it has sold.', '2. No, because the car had been driven more than 1,000 miles.', ""3. No, unless the dealership's employee was negligent in repairing the brakes.""]",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Which of the following most accurately states the impact of the Civil Rights Act of 1964 on school desegregation in the South?,"['0. Because it included no enforcement provisions, the Civil Rights Act of 1964 had no appreciable effect on school desegregation.', '1. By overturning the ""separate but equal"" principle, the Civil Rights Act of 1964 ended segregation in public schools.', '2. The Civil Rights Act of 1964 hastened school desegregation by cutting off federal funds to discriminatory school systems.', '3. The Civil Rights Act of 1964 sent federal troops to every segregated public school in the South to force school desegregation.']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","A point $(x,y)$ is randomly picked from inside the rectangle with vertices $(0,0)$, $(3,0)$, $(3,2)$, and $(0,2)$. What is the probability that $x < y$?","['0. \\frac{1}{12}', '1. \\frac{1}{6}', '2. \\frac{2}{3}', '3. \\frac{1}{3}']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","Archaeological evidence for the production of cheese and yogurt in Europe suggests that dairying became an important part of subsistence by ______ years ago, with _______ providing an adaptive advantage.","['0. 10,000; artificial selection for certain varieties of cheese', '1. 7,500; the lactase persistence mutation', '2. 5,500; domesticated cattle', '3. 3,500; certain strains of lactose-free cheese and yogurt']",1,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Which of the following cavities are separated by the diaphragm?,"['0. Abdominal and pelvic', '1. Cranial and spinal', '2. Thoracic and abdominal', '3. Pericardial and pleural']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}"," The mudras, which are an important feature of Buddhist art, are also known as what?","['0. hand gestures', '1. saints', '2. religious clothing', '3. temples']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Black is the combination of,"['0. all the colors together', '1. two or more appropriate colors', '2. light when a prism is held upside down', '3. None of these']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Child abuse and neglect are most associated with which of the following attachment patterns?,"['0. disorganized/disoriented', '1. distant/disengaged.', '2. insecure/avoidant.', '3. insecure/ambivalent']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I laughed when my friend appeared in the skit. Scenario 2 | I didn't know the answers to the exam so my friend took it for me.","['0. Wrong, Wrong', '1. Wrong, Not wrong', '2. Not wrong, Wrong', '3. Not wrong, Not wrong']",2,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","This question refers to the following information.
""The quicksilver mines of Huancavelica are where the poor Indians are so harshly punished, where they are tortured and so many Indians die; it is there that the noble caciques [headmen] of this kingdom are finished off and tortured. The same is true in all the other mines: the silver mines of Potosi [and others]….The owners and stewards of the mines, whether Spaniards, mestizos, or Indians, are such tyrants, with no fear of God or Justice, because they are not audited and are not inspected twice a year….
And they are not paid for the labor of traveling to and from the mines or for the time they spend at the mines. The Indians, under the pretext of mining chores, are made to spend their workdays herding cattle and conveying goods; they are sent off to the plains, and the Indians die. These Indians are not paid for their labor, and their work is kept hidden.
And [the mine owners] keep Indian cooking women in their residences; they use cooking as a pretext for taking concubines….And they oblige the Indians to accept corn or meat or chicha [corn beer]…at their own expense, and they deduct the price from their labor and their workdays. In this way, the Indians end up very poor and deep in debt, and they have no way to pay their tribute.
There is no remedy for all this, because any [colonial official] who enters comes to an agreement with the mine owners, and all the owners join forces in bribing him….Even the protector of the Indians is useless;…he [does not] warn Your Majesty or your royal Audiencia [court] about the harms done to the poor Indians.""
Excerpt from The First New Chronicle and Good Government [abridged], by Felipe Guaman Poma de Alaya. Selected, translated, and annotated by David Frye. Copyright 2006 Hackett Publishing Company. Reprinted with permission from the publisher.
Felipe Guaman Poma de Ayala, The First New Chronicle and Good Government, ca. 1610
The views expressed in the passage are best seen as evidence for which of the following in the society of Spanish South America?","['0. The formal adoption of debt slavery as a means to clear debts', '1. The absence of corruption among elites', ""2. The king's lack of interest in the welfare of Native American subjects"", '3. The imposition of social stratification based on origin of birth']",3,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","A partnership conveyed a general warranty deed representing a vacant parcel of land to the purchaser. In the deed, the grantee and her assigns were required by covenant to share proportionately in the paving of a road that abutted the property. The grantee conveyed the property to a married couple by special warranty deed that did not contain any of the conditions of the covenant regarding paving the new road. The buyers did not have an attorney and did not do a title search. When the road was completed, the married couple buyers refused to pay the share that was demanded of them. The original sellers of the parcel sued the couple in an equity claim without a jury. The judge ruled that the couple had to pay their share of the paving. On appeal, will the appellate court affirm the trial judge's order?","['0. Yes, this is a covenant running with the land because it was intended to apply to the first purchaser\'s heirs and ""assigns"".', '1. Yes, because a landowner is in any event responsible for her share of improvements to any abutting private roads.', '2. No, because the general warranty of the original sellers did not apply beyond the first purchaser.', '3. No, because the paving requirement had to be placed in the deed to the married couple and it was not.']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","This question refers to the following information.
The history of all hitherto existing societies is the history of class struggles. … The modern bourgeois society that has sprouted from the ruins of feudal society has not done away with class antagonisms. It has but established new classes, new conditions of oppression, new forms of struggle in place of the old ones. Our epoch, the epoch of the bourgeoisie, possesses, however, this distinctive feature: it has simplified the class antagonisms. Society as a whole is more and more splitting up into two great hostile camps, into two great classes, directly facing each other: Bourgeoisie and Proletariat.
Karl Marx and Friedrich Engels, The Communist Manifesto, 1848
The Communist Manifesto can be understood as an example of the influence of which mode of modern European thinking?","['0. The Oxford Movement', '1. Materialism and economic determinism', '2. Hegelian idealism', '3. The rationalism of the Scottish Enlightenment']",1,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",The majority of Supreme Court justices,"['0. are appointed by presidents of the same political party', '1. have no prior judicial experience', '2. switch party affiliation during their term', '3. stay on the court for only a decade']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}",Which of the following nucleotide bases is not found in RNA?,"['0. Thymine', '1. Adenine', '2. Uracil', '3. Guanine']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","Police officers had probable cause to believe that drug dealing was routinely taking place in a particular room at a local motel. The motel manager authorized the officers to enter the room and provided them with a passkey. Without obtaining a warrant, the officers knocked on the room's door, announced their presence, and told the occupants that they would like to speak with them. The officers then heard yelling and repeated flushing of the toilet. They then used the passkey and entered the room, where they saw the occupants dumping drugs into the toilet. The occupants of the room were charged with drug dealing and have moved to suppress the drugs. Should the court grant the motion to suppress?","[""0. No, because exigent circumstances justified the officers' entry."", ""1. No, because the motel manager consented to the officers' entry."", '2. Yes, because exigent circumstances cannot excuse the lack of a warrant.', '3. Yes, because the officers cannot benefit from exigent circumstances that they created.']",0,QA
"You're a helpful task classification assistant.
Identify the task type for the given <Example> below.
You can only choose the correct answer from [QA, Sentence completion].

<Task Description>
* qa: a task that chooses the correct answer to a question.
* sentence completion: a task that chooses the appropriate following phrase to complete a given sentence.

You should answer the task type and not say anything after that.

<Example>
{question}

Options: {options}

{answer}","A uniform solid disk starts from rest and rolls down an inclined plane without slipping. After some time, what fraction of the disk’s total kinetic energy is rotational kinetic energy?","['0. 1/4', '1. 1/3', '2. 1/2', '3. 2/3']",1,QA
